,.,ADJ,ADP,ADV,CONJ,DET,NOUN,NUM,PRON,PRT,VERB,X
"('Oct.', 'NOUN')",0.0,0.0,0.0,0.0,0.0,0.0,0.0007672634,0.0,0.0,0.0,0.0,0.0
"('13', 'NUM')",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0068728523,0.0,0.0,0.0,0.0
"('of', 'ADP')",0.0,0.0,0.23430283,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"('the', 'DET')",0.0,0.00096432015,0.0,0.0,0.0,0.45954737,0.0,0.0,0.0,0.0,0.0,0.0
"('$', '.')",0.06232833,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"('6.79', 'NUM')",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0003436426,0.0,0.0,0.0,0.0
"('billion', 'NUM')",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.045017183,0.0,0.0,0.0,0.0
"('*U*', 'X')",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.11422696
"(',', '.')",0.4182337,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"('$', '.')",0.06232833,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"('300-a-share', 'ADJ')",0.0,0.00019286403,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"('*U*', 'X')",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.11422696
"('labor-management', 'NOUN')",0.0,0.00019286403,0.0,0.0,0.0,0.0,8.525149e-05,0.0,0.0,0.0,0.0,0.0
"('buy-out', 'NOUN')",0.0,0.00019286403,0.0,0.0,0.0,0.0,0.0005541347,0.0,0.0,0.0,0.0,0.0
"('.', '.')",0.32801604,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"('*', 'X')",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.14713031
"('Reducing', 'VERB')",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"('volatility', 'NOUN')",0.0,0.0,0.0,0.0,0.0,0.0,0.0006393862,0.0,0.0,0.0,0.0,0.0
"('.', '.')",0.32801604,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"('*', 'X')",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.14713031
"('Beginning', 'VERB')",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"('in', 'ADP')",0.0,0.0,0.15665959,0.00078926596,0.0,0.0,4.2625747e-05,0.0,0.0,0.0043019163,0.0,0.0
"('1980', 'NUM')",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"(',', '.')",0.4182337,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"('courts', 'NOUN')",0.0,0.0,0.0,0.0,0.0,0.0,0.00021312873,0.0,0.0,0.0,0.0,0.0
"('in', 'ADP')",0.0,0.0,0.15665959,0.00078926596,0.0,0.0,4.2625747e-05,0.0,0.0,0.0043019163,0.0,0.0
"('several', 'ADJ')",0.0,0.0044358727,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"('states', 'NOUN')",0.0,0.0,0.0,0.0,0.0,0.0,0.0002983802,0.0,0.0,0.0,0.00018243182,0.0
"('including', 'VERB')",0.0,0.0,0.00012482837,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0028276932,0.0
"('California', 'NOUN')",0.0,0.0,0.0,0.0,0.0,0.0,0.0008951407,0.0,0.0,0.0,0.0,0.0
"('and', 'CONJ')",0.0,0.00057859207,0.00012482837,0.0,0.6632488,0.0,8.525149e-05,0.0,0.0,0.0,0.0,0.0
"('New', 'NOUN')",0.0,0.00057859207,0.0,0.0,0.0,0.0,0.005669224,0.0,0.0,0.0,0.0,0.0
"('York', 'NOUN')",0.0,0.0,0.0,0.0,0.0,0.0,0.0038363172,0.0,0.0,0.0,0.0,0.0
"('decided', 'VERB')",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0011858068,0.0
"('*-2', 'X')",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05608525
"('to', 'PRT')",0.0,0.0,0.00024965673,0.0,0.0,0.0,0.0,0.0,0.0,0.6738365,0.0,0.0
"('suspend', 'VERB')",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00018243182,0.0
"('the', 'DET')",0.0,0.00096432015,0.0,0.0,0.0,0.45954737,0.0,0.0,0.0,0.0,0.0,0.0
"('common-law', 'NOUN')",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"('rule', 'NOUN')",0.0,0.0,0.0,0.0,0.0,0.0,0.00034100597,0.0,0.0,0.0,9.121591e-05,0.0
"('that', 'ADP')",0.0,0.0,0.052677568,0.00078926596,0.0,0.033380482,0.0,0.0,0.0,0.0,0.0,0.0
"('plaintiffs', 'NOUN')",0.0,0.0,0.0,0.0,0.0,0.0,0.00012787724,0.0,0.0,0.0,0.0,0.0
"('must', 'VERB')",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0014594545,0.0
"('prove', 'VERB')",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00036486363,0.0
"('that', 'ADP')",0.0,0.0,0.052677568,0.00078926596,0.0,0.033380482,0.0,0.0,0.0,0.0,0.0,0.0
"('the', 'DET')",0.0,0.00096432015,0.0,0.0,0.0,0.45954737,0.0,0.0,0.0,0.0,0.0,0.0
"('defendants', 'NOUN')",0.0,0.0,0.0,0.0,0.0,0.0,0.00017050299,0.0,0.0,0.0,0.0,0.0
"('are', 'VERB')",0.0,0.0,0.00012482837,0.0,0.0,0.0,4.2625747e-05,0.0,0.0,0.0,0.02672626,0.0
"('the', 'DET')",0.0,0.00096432015,0.0,0.0,0.0,0.45954737,0.0,0.0,0.0,0.0,0.0,0.0
"('ones', 'NOUN')",0.0,0.0,0.0,0.0,0.0,0.0,0.00021312873,0.0,0.0,0.0,0.0,0.0
"('who', 'PRON')",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06032907,0.0,0.0,0.0
"('*T*-1', 'X')",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.122078896
"('are', 'VERB')",0.0,0.0,0.00012482837,0.0,0.0,0.0,4.2625747e-05,0.0,0.0,0.0,0.02672626,0.0
"('liable', 'ADJ')",0.0,0.00038572805,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"('.', '.')",0.32801604,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"('Neither', 'DET')",0.0,0.0,0.0,0.0,0.0,0.00056577084,0.0,0.0,0.0,0.0,0.0,0.0
"('Lorillard', 'NOUN')",0.0,0.0,0.0,0.0,0.0,0.0,8.525149e-05,0.0,0.0,0.0,0.0,0.0
"('nor', 'CONJ')",0.0,0.0,0.0,0.0,0.004317323,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"('the', 'DET')",0.0,0.00096432015,0.0,0.0,0.0,0.45954737,0.0,0.0,0.0,0.0,0.0,0.0
"('researchers', 'NOUN')",0.0,0.0,0.0,0.0,0.0,0.0,0.0003836317,0.0,0.0,0.0,0.0,0.0
"('who', 'PRON')",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06032907,0.0,0.0,0.0
"('*T*-3', 'X')",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.014021313
"('studied', 'VERB')",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00036486363,0.0
"('the', 'DET')",0.0,0.00096432015,0.0,0.0,0.0,0.45954737,0.0,0.0,0.0,0.0,0.0,0.0
"('workers', 'NOUN')",0.0,0.0,0.0,0.0,0.0,0.0,0.0007246377,0.0,0.0,0.0,0.0,0.0
"('were', 'VERB')",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.014594546,0.0
"('aware', 'ADJ')",0.0,0.00038572805,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"('of', 'ADP')",0.0,0.0,0.23430283,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"('any', 'DET')",0.0,0.0,0.0,0.00039463298,0.0,0.011173975,0.0,0.0,0.0,0.0,0.0,0.0
"('research', 'NOUN')",0.0,0.0,0.0,0.0,0.0,0.0,0.0012361467,0.0,0.0,0.0,0.0,0.0
"('on', 'ADP')",0.0,0.0,0.04805892,0.0,0.0,0.0,0.0,0.0,0.0,0.0019554165,0.0,0.0
"('smokers', 'NOUN')",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"('of', 'ADP')",0.0,0.0,0.23430283,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"('the', 'DET')",0.0,0.00096432015,0.0,0.0,0.0,0.45954737,0.0,0.0,0.0,0.0,0.0,0.0
"('Kent', 'NOUN')",0.0,0.0,0.0,0.0,0.0,0.0,0.00025575448,0.0,0.0,0.0,0.0,0.0
"('cigarettes', 'NOUN')",0.0,0.0,0.0,0.0,0.0,0.0,0.00012787724,0.0,0.0,0.0,0.0,0.0
"('.', '.')",0.32801604,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"('*-2', 'X')",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05608525
"('Confronted', 'VERB')",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"('*-1', 'X')",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1669471
"(',', '.')",0.4182337,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"('Mrs.', 'NOUN')",0.0,0.0,0.0,0.0,0.0,0.0,0.0019607844,0.0,0.0,0.0,0.0,0.0
"('Yeargin', 'NOUN')",0.0,0.0,0.0,0.0,0.0,0.0,0.0012787724,0.0,0.0,0.0,0.0,0.0
"('admitted', 'VERB')",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.121591e-05,0.0
"('0', 'X')",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.16526453
"('she', 'PRON')",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.026051188,0.0,0.0,0.0
"('had', 'VERB')",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0120405,0.0
"('given', 'VERB')",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0009121591,0.0
"('the', 'DET')",0.0,0.00096432015,0.0,0.0,0.0,0.45954737,0.0,0.0,0.0,0.0,0.0,0.0
"('questions', 'NOUN')",0.0,0.0,0.0,0.0,0.0,0.0,0.0006393862,0.0,0.0,0.0,0.0,0.0
"('and', 'CONJ')",0.0,0.00057859207,0.00012482837,0.0,0.6632488,0.0,8.525149e-05,0.0,0.0,0.0,0.0,0.0
"('answers', 'VERB')",0.0,0.0,0.0,0.0,0.0,0.0,0.00034100597,0.0,0.0,0.0,0.0,0.0
"('two', 'NUM')",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.030927835,0.0,0.0,0.0,0.0
"('days', 'NOUN')",0.0,0.0,0.0,0.0,0.0,0.0,0.0015345268,0.0,0.0,0.0,0.0,0.0
"('before', 'ADP')",0.0,0.0,0.0038696793,0.002367798,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"('the', 'DET')",0.0,0.00096432015,0.0,0.0,0.0,0.45954737,0.0,0.0,0.0,0.0,0.0,0.0
"('examination', 'NOUN')",0.0,0.0,0.0,0.0,0.0,0.0,0.00017050299,0.0,0.0,0.0,0.0,0.0
"('to', 'PRT')",0.0,0.0,0.00024965673,0.0,0.0,0.0,0.0,0.0,0.0,0.6738365,0.0,0.0
"('two', 'NUM')",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.030927835,0.0,0.0,0.0,0.0
"('low-ability', 'ADJ')",0.0,0.00038572805,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"('geography', 'NOUN')",0.0,0.0,0.0,0.0,0.0,0.0,0.00017050299,0.0,0.0,0.0,0.0,0.0
"('classes', 'NOUN')",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"('.', '.')",0.32801604,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"('Heiwado', 'NOUN')",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"('Co', 'NOUN')",0.0,0.0,0.0,0.0,0.0,0.0,0.0005967604,0.0,0.0,0.0,0.0,0.0
"('.', '.')",0.32801604,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"('-LRB-', '.')",0.008240017,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"('Japan', 'NOUN')",0.0,0.0,0.0,0.0,0.0,0.0,0.0027706735,0.0,0.0,0.0,0.0,0.0
"('-RRB-', '.')",0.008873864,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"('--', '.')",0.01943799,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"('Esso', 'NOUN')",0.0,0.0,0.0,0.0,0.0,0.0,8.525149e-05,0.0,0.0,0.0,0.0,0.0
"('Australia', 'NOUN')",0.0,0.0,0.0,0.0,0.0,0.0,0.00012787724,0.0,0.0,0.0,0.0,0.0
"('Ltd.', 'NOUN')",0.0,0.0,0.0,0.0,0.0,0.0,0.0005541347,0.0,0.0,0.0,0.0,0.0
"(',', '.')",0.4182337,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"('a', 'DET')",0.0,0.00038572805,0.00012482837,0.0,0.0,0.21980198,0.0,0.0,0.0,0.0,0.0,0.00018695083
"('unit', 'NOUN')",0.0,0.0,0.0,0.0,0.0,0.0,0.0010656436,0.0,0.0,0.0,0.0,0.0
"('of', 'ADP')",0.0,0.0,0.23430283,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"('New', 'ADJ')",0.0,0.00057859207,0.0,0.0,0.0,0.0,0.005669224,0.0,0.0,0.0,0.0,0.0
"('York-based', 'ADJ')",0.0,0.00038572805,0.0,0.0,0.0,0.0,4.2625747e-05,0.0,0.0,0.0,0.0,0.0
"('Exxon', 'NOUN')",0.0,0.0,0.0,0.0,0.0,0.0,4.2625747e-05,0.0,0.0,0.0,0.0,0.0
"('Corp.', 'NOUN')",0.0,0.0,0.0,0.0,0.0,0.0,0.0039641946,0.0,0.0,0.0,0.0,0.0
"(',', '.')",0.4182337,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"('and', 'CONJ')",0.0,0.00057859207,0.00012482837,0.0,0.6632488,0.0,8.525149e-05,0.0,0.0,0.0,0.0,0.0
"('Broken', 'NOUN')",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"('Hill', 'NOUN')",0.0,0.0,0.0,0.0,0.0,0.0,4.2625747e-05,0.0,0.0,0.0,0.0,0.0
"('Pty.', 'NOUN')",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"('operate', 'VERB')",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00036486363,0.0
"('the', 'DET')",0.0,0.00096432015,0.0,0.0,0.0,0.45954737,0.0,0.0,0.0,0.0,0.0,0.0
"('fields', 'NOUN')",0.0,0.0,0.0,0.0,0.0,0.0,0.00034100597,0.0,0.0,0.0,0.0,0.0
"('in', 'ADP')",0.0,0.0,0.15665959,0.00078926596,0.0,0.0,4.2625747e-05,0.0,0.0,0.0043019163,0.0,0.0
"('a', 'DET')",0.0,0.00038572805,0.00012482837,0.0,0.0,0.21980198,0.0,0.0,0.0,0.0,0.0,0.00018695083
"('joint', 'ADJ')",0.0,0.00096432015,0.0,0.0,0.0,0.0,4.2625747e-05,0.0,0.0,0.0,0.0,0.0
"('venture', 'NOUN')",0.0,0.0,0.0,0.0,0.0,0.0,0.00017050299,0.0,0.0,0.0,0.0,0.0
"('.', '.')",0.32801604,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"('``', '.')",0.059053455,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"('Not', 'ADV')",0.0,0.0,0.0,0.001183899,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"('really', 'ADV')",0.0,0.0,0.0,0.0031570639,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"('.', '.')",0.32801604,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"('The', 'DET')",0.0,0.0,0.0,0.0,0.0,0.079915136,0.00017050299,0.0,0.0,0.0,0.0,0.0
"('new', 'ADJ')",0.0,0.022372227,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"('company', 'NOUN')",0.0,0.0,0.0,0.0,0.0,0.0,0.009036658,0.0,0.0,0.0,0.0,0.0
"('will', 'VERB')",0.0,0.0,0.0,0.0,0.0,0.0,4.2625747e-05,0.0,0.0,0.0,0.020249931,0.0
"('attempt', 'VERB')",0.0,0.0,0.0,0.0,0.0,0.0,0.00025575448,0.0,0.0,0.0,9.121591e-05,0.0
"('*-1', 'X')",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1669471
"('to', 'PRT')",0.0,0.0,0.00024965673,0.0,0.0,0.0,0.0,0.0,0.0,0.6738365,0.0,0.0
"('limit', 'VERB')",0.0,0.0,0.0,0.0,0.0,0.0,0.00068201195,0.0,0.0,0.0,0.00027364772,0.0
"('the', 'DET')",0.0,0.00096432015,0.0,0.0,0.0,0.45954737,0.0,0.0,0.0,0.0,0.0,0.0
"('shipyard', 'NOUN')",0.0,0.0,0.0,0.0,0.0,0.0,0.00012787724,0.0,0.0,0.0,0.0,0.0
"(""'s"", 'PRT')",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.23308565,0.007844568,0.0
"('losses', 'NOUN')",0.0,0.0,0.0,0.0,0.0,0.0,0.0004688832,0.0,0.0,0.0,0.0,0.0
"(',', '.')",0.4182337,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"('participants', 'NOUN')",0.0,0.0,0.0,0.0,0.0,0.0,0.00012787724,0.0,0.0,0.0,0.0,0.0
"('said', 'VERB')",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.046337683,0.0
"('0', 'X')",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.16526453
"('*T*-2', 'X')",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05178538
"('.', '.')",0.32801604,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"('The', 'DET')",0.0,0.0,0.0,0.0,0.0,0.079915136,0.00017050299,0.0,0.0,0.0,0.0,0.0
"('business', 'NOUN')",0.0,0.0,0.0,0.0,0.0,0.0,0.0027706735,0.0,0.0,0.0,0.0,0.0
"('had', 'VERB')",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0120405,0.0
"('been', 'VERB')",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.010854693,0.0
"('handled', 'VERB')",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.121591e-05,0.0
"('*-86', 'X')",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"('by', 'ADP')",0.0,0.0,0.043939583,0.00039463298,0.0,0.0,0.0,0.0,0.0,0.0003910833,0.0,0.0
"('VanSant', 'NOUN')",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"('Dugdale', 'NOUN')",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"(',', '.')",0.4182337,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"('Baltimore', 'NOUN')",0.0,0.0,0.0,0.0,0.0,0.0,0.00012787724,0.0,0.0,0.0,0.0,0.0
"('.', '.')",0.32801604,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"('Silver', 'NOUN')",0.0,0.0,0.0,0.0,0.0,0.0,4.2625747e-05,0.0,0.0,0.0,0.0,0.0
"('and', 'CONJ')",0.0,0.00057859207,0.00012482837,0.0,0.6632488,0.0,8.525149e-05,0.0,0.0,0.0,0.0,0.0
"('platinum', 'NOUN')",0.0,0.0,0.0,0.0,0.0,0.0,4.2625747e-05,0.0,0.0,0.0,0.0,0.0
"(',', '.')",0.4182337,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"('which', 'DET')",0.0,0.0,0.00012482837,0.0,0.0,0.025742574,0.0,0.0,0.0,0.0,0.0,0.0
"('*T*-1', 'X')",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.122078896
"('have', 'VERB')",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.022439113,0.0
"('more', 'ADJ')",0.0,0.01774349,0.0,0.028808208,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"('of', 'ADP')",0.0,0.0,0.23430283,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"('an', 'DET')",0.0,0.0,0.0,0.0,0.0,0.03507779,0.0,0.0,0.0,0.0,0.0,0.0
"('industrial', 'ADJ')",0.0,0.0025072324,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"('nature', 'NOUN')",0.0,0.0,0.0,0.0,0.0,0.0,0.00017050299,0.0,0.0,0.0,0.0,0.0
"('than', 'ADP')",0.0,0.0,0.018474597,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"('gold', 'NOUN')",0.0,0.0,0.0,0.0,0.0,0.0,0.00034100597,0.0,0.0,0.0,0.0,0.0
"(',', '.')",0.4182337,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"('were', 'VERB')",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.014594546,0.0
"('even', 'ADV')",0.0,0.00057859207,0.0,0.017363852,0.0,0.0,0.0,0.0,0.0,0.0,9.121591e-05,0.0
"('weaker', 'ADJ')",0.0,0.00019286403,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"(',', '.')",0.4182337,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"('he', 'PRON')",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08318099,0.0,0.0,0.0
"('said', 'VERB')",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.046337683,0.0
"('0', 'X')",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.16526453
"('*T*-2', 'X')",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05178538
"('.', '.')",0.32801604,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"('But', 'CONJ')",0.0,0.0,0.0,0.0,0.06907717,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"('GMAC', 'NOUN')",0.0,0.0,0.0,0.0,0.0,0.0,0.00012787724,0.0,0.0,0.0,0.0,0.0
"('approved', 'VERB')",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001915534,0.0
"('the', 'DET')",0.0,0.00096432015,0.0,0.0,0.0,0.45954737,0.0,0.0,0.0,0.0,0.0,0.0
"('Buick', 'NOUN')",0.0,0.0,0.0,0.0,0.0,0.0,0.0006393862,0.0,0.0,0.0,0.0,0.0
"('program', 'NOUN')",0.0,0.0,0.0,0.0,0.0,0.0,0.004177323,0.0,0.0,0.0,0.0,0.0
"(',', '.')",0.4182337,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"('he', 'PRON')",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08318099,0.0,0.0,0.0
"('says', 'VERB')",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.016145216,0.0
"('0', 'X')",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.16526453
"('*T*-1', 'X')",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.122078896
"(',', '.')",0.4182337,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"('because', 'ADP')",0.0,0.0,0.011234553,0.00039463298,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"('the', 'DET')",0.0,0.00096432015,0.0,0.0,0.0,0.45954737,0.0,0.0,0.0,0.0,0.0,0.0
"('American', 'NOUN')",0.0,0.0044358727,0.0,0.0,0.0,0.0,0.0013640239,0.0,0.0,0.0,0.0,0.0
"('Express', 'NOUN')",0.0,0.0,0.0,0.0,0.0,0.0,0.0006393862,0.0,0.0,0.0,0.0,0.0
"('green', 'ADJ')",0.0,0.00038572805,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"('card', 'NOUN')",0.0,0.0,0.0,0.0,0.0,0.0,0.0006393862,0.0,0.0,0.0,0.0,0.0
"('requires', 'VERB')",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00027364772,0.0
"('payment', 'NOUN')",0.0,0.0,0.0,0.0,0.0,0.0,0.00034100597,0.0,0.0,0.0,0.0,0.0
"('in', 'ADP')",0.0,0.0,0.15665959,0.00078926596,0.0,0.0,4.2625747e-05,0.0,0.0,0.0043019163,0.0,0.0
"('full', 'ADJ')",0.0,0.0034715526,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"('upon', 'ADP')",0.0,0.0,0.00062414183,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"('billing', 'NOUN')",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"(',', '.')",0.4182337,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"('and', 'CONJ')",0.0,0.00057859207,0.00012482837,0.0,0.6632488,0.0,8.525149e-05,0.0,0.0,0.0,0.0,0.0
"('so', 'ADV')",0.0,0.0,0.0014979403,0.014601421,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"('does', 'VERB')",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0035574203,0.0
